city_ascii,province_id,lat,lng,postal
Saint-Armand,QC,45.0333,-73.05,J0J
Saint-Edouard-de-Lotbiniere,QC,46.5667,-71.8333,G0S
Alonsa,MB,50.9794,-99.0796,R0H
Saint-Arsene,QC,47.9167,-69.4333,G0L
Listuguj,QC,48.0609,-66.7491,G0C
St. Joseph,ON,46.2667,-84.0,P0R
Queensbury,NB,45.9918,-67.0632,E6L E6E
Saint-Hubert-de-Riviere-du-Loup,QC,47.8167,-69.15,G0L
Saint-Jude,QC,45.7667,-72.9833,J0H
La Minerve,QC,46.25,-74.9333,J0T
Trecesson,QC,48.65,-78.3167,J0Y
Legal,AB,53.9492,-113.595,T0G
Moonbeam,ON,49.35,-82.15,P0L
Notre-Dame-des-Pins,QC,46.1833,-70.7167,G0M
Saint-Alban,QC,46.7167,-72.0833,G0A
Saint-Pierre-les-Becquets,QC,46.5,-72.2,G0X
Beaver River,SK,54.3531,-109.5575,S0M
Labrecque,QC,48.6667,-71.5333,G0W
Claremont,ON,43.9741,-79.1316,L1Y
New Bandon,NB,47.6912,-65.29,E2A E8N
Sainte-Henedine,QC,46.55,-70.9833,G0S
L'Anse-Saint-Jean,QC,48.2333,-70.2,G0V
Moose Jaw No. 161,SK,50.4433,-105.5091,S6H
Bassano,AB,50.7833,-112.4667,T0J
Parrsboro,NS,45.3998,-64.3312,
St. George's,NL,48.4275,-58.4778,A0N
Fort Simpson,NT,61.8082,-121.3199,X0E
Akwesasne,QC,45.0155,-74.5769,J0S
Ignace,ON,49.4167,-91.6667,P0T
Teulon,MB,50.3858,-97.2611,R0C
Peel,NB,46.4058,-67.5278,E7L
Miltonvale Park,PE,46.318,-63.237,C1E
St. Lawrence,NL,46.9244,-55.3928,A0E
Oxford,NS,45.7306,-63.8733,B0M
Minto-Odanah,MB,50.2406,-99.8056,R0J
Saint-Valere,QC,46.0667,-72.1,G0P
St. Alban's,NL,47.8753,-55.8414,A0H
Kaleden,BC,49.3926,-119.5955,V0H
Saint James,NB,45.3822,-67.3427,E5A E3L
Saint-Norbert-d'Arthabaska,QC,46.1,-71.8167,G0P
Manning,AB,56.9142,-117.6272,T0H
Glenella-Lansdowne,MB,50.4163,-99.2097,R0J
Saint-Hilarion,QC,47.5667,-70.4,G0A
Saint-Modeste,QC,47.8333,-69.4,G0L
Saint-Simeon,QC,48.0667,-65.5667,G0C
Saint-Barnabe,QC,46.4,-72.8833,G0X
Irricana,AB,51.3189,-113.6106,T0M
Saint Martins,NB,45.4563,-65.4395,E5R
Two Borders,MB,49.2668,-101.1124,R0M
Bury,QC,45.4667,-71.5,J0B
Lac-Bouchette,QC,48.25,-72.18,G0W
Saint-Lazare-de-Bellechasse,QC,46.65,-70.8,G0R
Saint-Michel-du-Squatec,QC,47.88,-68.72,G0L
Saint-Joachim-de-Shefford,QC,45.45,-72.5333,J0E
Grand-Remous,QC,46.6167,-75.9,J0W
Saint-Gabriel-de-Rimouski,QC,48.4209,-68.1791,G0K
Armstrong,ON,47.7083,-79.825,P0J
Rogersville,NB,46.7167,-65.4167,E4Y
Langenburg,SK,50.8333,-101.7,S0A
Sainte-Marie-Salome,QC,45.9333,-73.5,J0K
Saint-Cyprien,QC,47.9,-69.0167,G0L
Centreville,NS,45.13,-64.5224,B0P
Maidstone,SK,53.092,-109.294,S0M
Tres-Saint-Sacrement,QC,45.1833,-73.85,J0S
Hillsburgh,ON,43.7914,-80.1354,N0B
McAdam,NB,45.5944,-67.3258,E6J
Newcastle,NB,47.1725,-65.5551,E1V
Saints-Anges,QC,46.4167,-70.8833,G0S
Saint-Urbain-Premier,QC,45.22,-73.73,J0S
Centreville-Wareham-Trinity,NL,48.9879,-53.9069,A0G
Alberton,PE,46.8167,-64.0667,C0B
Winnipeg Beach,MB,50.5058,-96.9742,R0C
Sainte-Agathe-de-Lotbiniere,QC,46.3833,-71.4167,G0S
Salmo,BC,49.1942,-117.2778,V0G
Kipling,SK,50.1015,-102.6324,S0G
Sagamok,ON,46.1529,-82.2072,P0P
Grande-Vallee,QC,49.2167,-65.1333,G0E
Bertrand,NB,47.7622,-65.0686,E1W
Mont-Carmel,QC,47.4397,-69.8586,G0L
Victoria,MB,49.6644,-98.9153,R0G R0K
Saint-Eugene,QC,45.8,-72.7,J0C
Notre-Dame-des-Neiges,QC,48.1167,-69.1667,G0L
Saint-Andre,NB,47.1392,-67.7444,
Roland,MB,49.3547,-97.8997,R0G
Saint-Leon-de-Standon,QC,46.4833,-70.6167,G0R
Hensall,ON,43.4345,-81.504,
Carnduff,SK,49.167,-101.783,S0C
Greenwich,NB,45.5112,-66.1229,E5M
Carling,ON,45.4333,-80.2167,P0G
Eckville,AB,52.3622,-114.3614,T0M
Nain,NL,56.5422,-61.6928,A0P
Foam Lake,SK,51.65,-103.5333,S0A
Sayabec,QC,48.5667,-67.6833,G0J
Laird,ON,46.3833,-84.0667,P0S
Sainte-Sabine,QC,45.2333,-73.0167,J0J
Tara,ON,44.4793,-81.1445,N0H
Saint-Maxime-du-Mont-Louis,QC,49.2333,-65.7333,G0E
Blanc-Sablon,QC,51.4167,-57.1333,G0G
Cobalt,ON,47.4,-79.6833,P0J
South River,ON,45.8417,-79.375,P0A
Hudson Bay No. 394,SK,53.0295,-102.3122,S0E
Waldheim,SK,52.65,-106.6167,S0K
McKellar,ON,45.4833,-79.85,P0G P2A
Buffalo Narrows,SK,55.8769,-108.5244,S0M
Ayer's Cliff,QC,45.1667,-72.05,J0B
Les Mechins,QC,49.0,-66.9833,G0J
Sainte-Marguerite,QC,46.5167,-70.9333,G0S
Saint-Claude,QC,45.6667,-71.9833,J1S
Air Ronge,SK,55.0872,-105.3318,S0J
Chipman,NB,46.171,-65.884,E4A
Weyburn No. 67,SK,49.6535,-103.8348,S4H
Alberta Beach,AB,53.6767,-114.35,T0E
Sainte-Jeanne-d'Arc,QC,48.8575,-72.0939,G0W
Sainte-Felicite,QC,48.9,-67.3333,G0J
Girardville,QC,49.0,-72.55,G0W
Saint-Bruno-de-Guigues,QC,47.4667,-79.4333,J0Z
Grenfell,SK,50.4167,-102.9167,S0G
South Algonquin,ON,45.4967,-78.0239,K0J
Upton,QC,45.65,-72.6833,J0H
Saint-Narcisse-de-Beaurivage,QC,46.4833,-71.2333,G0S
Plaisance,QC,45.6167,-75.1167,J0V
Roxton-Sud,QC,45.5521,-72.5265,J0H
St. Louis No. 431,SK,52.8277,-105.7873,S0J S0K
Noonan,NB,45.9544,-66.4868,E3A
Duchess,AB,50.7333,-111.9,T0J
Saint-Frederic,QC,46.3,-70.9667,G0N
Saint-Narcisse-de-Rimouski,QC,48.28,-68.43,G0K
Atholville,NB,47.9818511106651,-66.714689041714,E3N
Viking,AB,53.0953,-111.7769,T0B
Sioux Narrows-Nestor Falls,ON,49.4,-94.08,P0X
Repulse Bay,NU,66.5628,-86.3186,X0C
Saint-Patrice-de-Beaurivage,QC,46.4167,-71.2333,G0S
Bentley,AB,52.4667,-114.05,T0C
Durham,NB,47.7631,-66.0849,E8G
Sainte-Marthe,QC,45.4,-74.3,J0P
Notre-Dame-du-Nord,QC,47.6,-79.4833,J0Z
Beachburg,ON,45.7303,-76.8559,K0J
Pinehouse,SK,55.5136,-106.5986,S0J
Saint-Aime-des-Lacs,QC,47.6833,-70.3,G0T
Wedgeport,NS,43.7323,-65.9797,B0W
Lac-Drolet,QC,45.72,-70.85,G0Y
Preeceville,SK,51.958,-102.6673,S0A
Maple Creek No. 111,SK,49.8044,-109.6508,S0N
Harbour Main-Chapel's Cove-Lakeview,NL,47.4337,-53.1458,A0A
Coleraine,QC,45.9649,-71.3734,G0N
Birch Hills,SK,52.9833,-105.4333,S0J
Saint-Bonaventure,QC,45.9667,-72.6833,J0C
Saint-Wenceslas,QC,46.1667,-72.3333,G0Z
Kerrobert,SK,51.92,-109.1272,S0L
Havelock,NB,45.9523,-65.3885,E4Z
Eston,SK,51.15,-108.75,S0L
Sainte-Genevieve-de-Batiscan,QC,46.5333,-72.3333,G0X
Saint-Justin,QC,46.25,-73.0833,J0K
Saint-Norbert,QC,46.1667,-73.3167,J0K
Schreiber,ON,48.8167,-87.2667,P0T
Trochu,AB,51.8236,-113.2328,T0M
Botsford,NB,46.1145,-63.9804,E4M
Riviere-Ouelle,QC,47.4333,-70.0167,G0L
Stukely-Sud,QC,45.3167,-72.4167,J0E
Saint-Georges-de-Clarenceville,QC,45.0667,-73.25,J0J
Plantagenet,ON,45.5321,-74.9956,K0B
Sainte-Therese-de-Gaspe,QC,48.4167,-64.4167,G0C
Sainte-Petronille,QC,46.85,-71.1333,G0A
Desbiens,QC,48.4167,-71.95,G0W
Clyde River,NU,70.4632,-68.4822,X0A
La Macaza,QC,46.3667,-74.7667,J0T
Souris,PE,46.3554,-62.2542,C0A
Kindersley No. 290,SK,51.4894,-109.0979,S0L
Falher,AB,55.7372,-117.2014,T0H
Saint-Vallier,QC,46.8833,-70.8167,G0R
Melita,MB,49.2681,-100.9958,R0M
Davidson,SK,51.2667,-105.9667,S0G
Bristol,QC,45.5333,-76.4667,J0X
Mahone Bay,NS,44.4489,-64.3819,B0J
Saint-Sylvestre,QC,46.3667,-71.2333,G0S
Taloyoak,NU,69.5554,-93.4972,X0B
Onoway,AB,53.7011,-114.1981,T0E
Saint-Stanislas,QC,46.6167,-72.4,G0X
Battle River No. 438,SK,52.7343,-108.4452,S0M
Malpeque,PE,46.5,-63.6667,C0B
Longue-Rive,QC,48.55,-69.25,G0T
Argyle,MB,49.3697,-99.1506,R0K
Delisle,SK,51.9254,-107.1333,S0L
Plaster Rock,NB,46.8833,-67.3833,E7G
Wilmot,NB,46.3463,-67.7099,E7K
Valemount,BC,52.8284,-119.2659,V0E
Saint-Leonard-de-Portneuf,QC,46.8833,-71.9167,G0A
Longlaketon No. 219,SK,50.9386,-104.6913,S0G
Papineau-Cameron,ON,46.3,-78.7333,P0H
Assiginack,ON,45.7333,-81.8,P0P
Brebeuf,QC,46.0667,-74.6667,J0T
Hudson Hope,BC,56.0316,-121.9057,V0C
Baie-du-Febvre,QC,46.13,-72.72,J0G
Durham-Sud,QC,45.6667,-72.3333,J0H
Melbourne,QC,45.58,-72.17,J0B
Nipawin No. 487,SK,53.2881,-104.0544,S0E
Duck Lake No. 463,SK,52.9596,-106.2089,S0K S6V
Oyen,AB,51.3522,-110.4739,T0J
Gravelbourg,SK,49.874,-106.555,S0H
Lajord No. 128,SK,50.1965,-104.2507,S0G
Hebertville,QC,48.3908095949458,-71.6819728261466,G8N
Lorrainville,QC,47.3542299036518,-79.3520914698444,J0Z
Prince,ON,46.5333,-84.5,P6A
Athens,ON,44.625,-75.95,K0E
Saint-Rene-de-Matane,QC,48.7,-67.3833,G0J
Eastman,QC,45.2968981712764,-72.3055222480217,J0E
Kugluktuk,NU,67.823848117453,-115.099088952782,X0B
Kedgwick,NB,47.6456,-67.3431,E8B
Wemotaci,QC,47.9024818814051,-73.7817090155559,G0X
Cookshire,QC,45.4121611599823,-71.6161136717221,J0B
Dorchester,NB,45.9016,-64.5161,E4K
Fortune,NL,47.0722112118505,-55.8243165856721,A0E
Hamiota,MB,50.1964,-100.6342,R0M
Gillam,MB,56.3489179571208,-94.7111288476739,R0B
Grand View,MB,51.155,-100.7892,R0L
Dildo,NL,47.5685,-53.5471,A0B
Laurierville,QC,46.3,-71.65,G0S
Ripon,QC,45.7833,-75.1,J0V
Henryville,QC,45.1333,-73.1833,J0J
Gracefield,QC,46.0926321848593,-76.0513883182302,J0X
Chatsworth,ON,44.38,-80.87,N0H
McCreary,MB,50.7494,-99.485,R0J
Yamaska-Est,QC,46.0,-72.92,J0G
Rossburn,MB,50.7272,-100.7408,R0J
Rothesay,NB,45.3995696420244,-65.8776221957435,E2S
Ethelbert,MB,51.5364,-100.4981,R0L
Frelighsburg,QC,45.0547772061142,-72.8416732377738,J0J
Magnetawan,ON,45.6667,-79.6333,P0A
